,ENTIDAD,A?O,MES,TEMPERATURA_PROMEDIO,TEMPERATURA_MAXIMA,TEMPERATURA_MINIMA
359,MONTERO,2003,NOVIEMBRE,21.72689451,27.32227848,16.13151055
360,PACAIPAMPA,2003,NOVIEMBRE,25.14659091,30.40247934,19.89070248
361,PAIMAS,2003,NOVIEMBRE,15.24847670,24.70471888,5.79223453
362,SAPILLICA,2003,NOVIEMBRE,19.50995971,27.07246886,11.94745056
363,PAITA,2003,DICIEMBRE,11.75106858,22.42224150,1.07989566
364,AMOTAPE,2003,DICIEMBRE,11.78986903,19.87351687,3.70622120
365,COLAN,2003,DICIEMBRE,17.06513201,25.82241143,8.30785259
366,EL ARENAL,2003,DICIEMBRE,20.85329032,27.12419355,14.58238710
367,LA HUACA,2003,DICIEMBRE,12.06370968,21.56330645,2.56411290
368,TAMARINDO,2003,DICIEMBRE,24.31465054,32.25564516,16.37365591
369,VICHAYAL,2003,DICIEMBRE,21.13285372,28.06300919,14.20269825
370,CHULUCANAS,2003,DICIEMBRE,10.85029360,20.20156642,1.49902077
371,BUENOS AIRES,2003,DICIEMBRE,12.41532258,19.76935484,5.06129032
372,CHALACO,2003,DICIEMBRE,11.39101747,21.30252595,1.47950898
373,LA MATANZA,2003,DICIEMBRE,13.33491263,23.02543683,3.64438844
374,MORROPON,2003,DICIEMBRE,22.67299408,30.18676885,15.15921932
375,SALITRAL,2003,DICIEMBRE,12.53858065,21.49548387,3.58167742
376,SAN JUAN DE BIGOTE,2003,DICIEMBRE,16.09162986,26.23672873,5.94653098
377,SANTA CATALINA DE MOSSA,2003,DICIEMBRE,11.08912280,20.73623500,1.44201060
378,SANTO DOMINGO,2003,DICIEMBRE,13.33682528,22.72210910,3.95154146
379,YAMANGO,2003,DICIEMBRE,17.42280311,26.53982202,8.30578421
380,HUANCABAMBA,2003,DICIEMBRE,20.33021304,30.26396143,10.39646465
381,CANCHAQUE,2003,DICIEMBRE,11.63940092,20.07931118,3.19949066
382,EL CARMEN DE LA FRONTERA,2003,DICIEMBRE,21.12095661,28.67716622,13.56474700
383,HUARMACA,2003,DICIEMBRE,12.47177419,19.09946236,5.84408602
384,LALAQUIZ,2003,DICIEMBRE,14.01762820,22.84102564,5.19423077
385,SAN MIGUEL DE EL FAIQUE,2003,DICIEMBRE,21.68531261,28.24028573,15.13033949
386,SONDOR,2003,DICIEMBRE,15.27470944,24.09192621,6.45749267
387,SONDORILLO,2003,DICIEMBRE,19.55536350,29.60263100,9.50809600
388,AYABACA,2003,DICIEMBRE,14.77979452,25.27283978,4.28674927
389,FRIAS,2003,DICIEMBRE,21.58522428,26.15145119,17.01899736
390,JILILI,2003,DICIEMBRE,17.35863931,25.11798348,9.59929514
391,LAGUNAS,2003,DICIEMBRE,10.34685484,20.27693548,0.41677419
392,MONTERO,2003,DICIEMBRE,18.36014700,24.32380563,12.39648836
393,PACAIPAMPA,2003,DICIEMBRE,21.20290456,27.31618257,15.08962656
394,PAIMAS,2003,DICIEMBRE,10.85468020,21.78177419,-0.07241379
395,SAPILLICA,2003,DICIEMBRE,15.95930247,24.45240931,7.46619564
396,PAITA,2003,ANUAL,17.66835052,26.60920987,8.72749117
397,AMOTAPE,2003,ANUAL,17.96351937,26.04748916,9.87954957
398,COLAN,2003,ANUAL,22.41628634,30.39462100,14.43795168
399,EL ARENAL,2003,ANUAL,25.98265061,32.72229928,19.24300194
400,LA HUACA,2003,ANUAL,21.12421996,29.43249498,12.81594494
401,TAMARINDO,2003,ANUAL,26.17187467,33.15872630,19.18502304
402,VICHAYAL,2003,ANUAL,24.05772711,30.64505452,17.47039971
403,CHULUCANAS,2003,ANUAL,18.64580190,27.24114721,10.05045659
404,BUENOS AIRES,2003,ANUAL,16.19919354,23.18232832,9.21605876
405,CHALACO,2003,ANUAL,17.72826416,26.52361965,8.93290867
406,LA MATANZA,2003,ANUAL,18.31803732,26.75995781,9.87611683
407,MORROPON,2003,ANUAL,24.94377404,31.85942869,18.02811940
408,SALITRAL,2003,ANUAL,17.00397292,24.99058616,9.01735968
409,SAN JUAN DE BIGOTE,2003,ANUAL,20.57830437,29.09475419,12.06185456
410,SANTA CATALINA DE MOSSA,2003,ANUAL,14.71552664,22.79344286,6.63761042
411,SANTO DOMINGO,2003,ANUAL,17.88357744,25.93478889,9.83236598
412,YAMANGO,2003,ANUAL,21.58017637,29.44369146,13.71666129
413,HUANCABAMBA,2003,ANUAL,24.39239436,33.06652519,15.71826354
414,CANCHAQUE,2003,ANUAL,16.76892380,25.25896820,8.27887940
415,EL CARMEN DE LA FRONTERA,2003,ANUAL,23.02498635,30.30564014,15.74433257
416,HUARMACA,2003,ANUAL,17.55318900,23.59336413,11.51301387
417,LALAQUIZ,2003,ANUAL,18.51144551,26.16629711,10.85659392
418,SAN MIGUEL DE EL FAIQUE,2003,ANUAL,25.55752200,31.80265678,19.31238722
419,SONDOR,2003,ANUAL,21.44277337,29.13989183,13.74565491
420,SONDORILLO,2003,ANUAL,25.34733998,33.68115276,17.01352720
421,AYABACA,2003,ANUAL,22.80635467,32.24777079,13.36493854
422,FRIAS,2003,ANUAL,26.92349427,32.59561535,21.25137320
423,JILILI,2003,ANUAL,23.56679667,30.22988144,16.90371189
424,LAGUNAS,2003,ANUAL,14.76429147,23.40304734,6.12553560
425,MONTERO,2003,ANUAL,23.57951293,29.59206775,17.56695812
426,PACAIPAMPA,2003,ANUAL,26.41952450,32.94699762,19.89205139
427,PAIMAS,2003,ANUAL,16.92210121,25.72985172,8.11435069
428,SAPILLICA,2003,ANUAL,20.95505961,28.64354277,13.26657645
429,PAITA,2004,ENERO,12.16933947,20.90510361,3.43357534
430,AMOTAPE,2004,ENERO,12.54256966,19.87244582,5.21269350
431,COLAN,2004,ENERO,16.00417412,23.65493300,8.35341524
432,EL ARENAL,2004,ENERO,22.86026882,29.38505376,16.33548387
433,LA HUACA,2004,ENERO,12.50218216,19.71821632,5.28614801
434,TAMARINDO,2004,ENERO,23.34879032,30.49731183,16.20026882
435,VICHAYAL,2004,ENERO,22.07142076,28.98373264,15.15910887
436,CHULUCANAS,2004,ENERO,10.56500000,17.88000000,3.25000000
437,BUENOS AIRES,2004,ENERO,13.48181818,20.81818182,6.14545455
438,CHALACO,2004,ENERO,10.67912772,18.56279846,2.79545699
439,LA MATANZA,2004,ENERO,13.45228495,21.66502016,5.23954973
440,MORROPON,2004,ENERO,22.54762449,30.04321774,15.05203124
441,SALITRAL,2004,ENERO,13.32616487,21.34587814,5.30645161
442,SAN JUAN DE BIGOTE,2004,ENERO,15.54549101,23.76695151,7.32403052
443,SANTA CATALINA DE MOSSA,2004,ENERO,11.63098397,20.20355799,3.05840995
444,SANTO DOMINGO,2004,ENERO,13.64097542,21.53725038,5.74470046
445,YAMANGO,2004,ENERO,17.70349462,26.21944753,9.18754171
446,HUANCABAMBA,2004,ENERO,20.87745000,27.45460000,14.30030000
447,CANCHAQUE,2004,ENERO,11.37739250,18.81872579,3.93605922
448,EL CARMEN DE LA FRONTERA,2004,ENERO,22.16331782,29.39882531,14.92781032
449,HUARMACA,2004,ENERO,13.73531106,19.65645161,7.81417051
450,LALAQUIZ,2004,ENERO,13.74126984,20.49841270,6.98412698
451,SAN MIGUEL DE EL FAIQUE,2004,ENERO,23.05589268,29.88567460,16.22611075
452,SONDOR,2004,ENERO,15.98218097,22.85514261,9.10921934
453,SONDORILLO,2004,ENERO,18.01173506,25.48851562,10.53495451
454,AYABACA,2004,ENERO,14.12966392,22.66657130,5.59275655
455,FRIAS,2004,ENERO,23.52955113,28.48728180,18.57182045
456,JILILI,2004,ENERO,18.24105735,24.00554549,12.47656921
457,LAGUNAS,2004,ENERO,11.05142315,19.80360531,2.29924099
458,MONTERO,2004,ENERO,19.24779558,24.27986971,14.21572146
459,PACAIPAMPA,2004,ENERO,22.80890909,29.73490909,15.88290909
460,PAIMAS,2004,ENERO,11.05792191,18.88122986,3.23461396
461,SAPILLICA,2004,ENERO,16.34633071,23.65545192,9.03720949
462,PAITA,2004,FEBRERO,12.85943103,23.20926437,2.50959770
463,AMOTAPE,2004,FEBRERO,12.63818182,19.46727273,5.80909091
464,COLAN,2004,FEBRERO,16.14235619,24.43584350,7.84886888
465,EL ARENAL,2004,FEBRERO,23.59049281,30.05398361,17.12700200
466,LA HUACA,2004,FEBRERO,14.81662079,23.65734328,5.97589829
467,TAMARINDO,2004,FEBRERO,23.72413793,32.78678161,14.66149425
468,VICHAYAL,2004,FEBRERO,22.79504615,29.99990902,15.59018329
469,CHULUCANAS,2004,FEBRERO,11.10789000,19.96618000,2.24960000
470,BUENOS AIRES,2004,FEBRERO,14.84435737,23.19467085,6.49404389
471,CHALACO,2004,FEBRERO,12.17451164,21.42681756,2.92220571
472,LA MATANZA,2004,FEBRERO,14.50572044,24.13925123,4.87218966
473,MORROPON,2004,FEBRERO,23.34543348,31.49548552,15.19538144
474,SALITRAL,2004,FEBRERO,14.28042596,23.59127789,4.96957404
475,SAN JUAN DE BIGOTE,2004,FEBRERO,16.61721734,27.10688895,6.12754573
476,SANTA CATALINA DE MOSSA,2004,FEBRERO,12.68756568,22.40799158,2.96713978
477,SANTO DOMINGO,2004,FEBRERO,14.45012315,24.06403941,4.83620690
478,YAMANGO,2004,FEBRERO,18.78929931,28.42282804,9.15577058
479,HUANCABAMBA,2004,FEBRERO,21.23891000,30.30200000,12.17582000
480,CANCHAQUE,2004,FEBRERO,12.44322880,20.61085943,4.27559817
481,EL CARMEN DE LA FRONTERA,2004,FEBRERO,23.03171182,30.89963054,15.16379310
482,HUARMACA,2004,FEBRERO,14.62264690,21.52555419,7.71973962
483,LALAQUIZ,2004,FEBRERO,15.62004311,24.70818966,6.53189655
484,SAN MIGUEL DE EL FAIQUE,2004,FEBRERO,23.92390984,30.47327781,17.37454187
485,SONDOR,2004,FEBRERO,17.04401865,25.63624194,8.45179536
486,SONDORILLO,2004,FEBRERO,18.09113300,27.14943042,9.03283559
487,AYABACA,2004,FEBRERO,13.70935827,23.10124721,4.31746934
488,FRIAS,2004,FEBRERO,22.99525692,27.44268775,18.54782609
489,JILILI,2004,FEBRERO,19.16537166,26.40163173,11.92911159
490,LAGUNAS,2004,FEBRERO,12.18661258,22.08803245,2.28519270
491,MONTERO,2004,FEBRERO,19.89349754,25.74118227,14.04581281
492,PACAIPAMPA,2004,FEBRERO,23.77595745,30.41425532,17.13765957
493,PAIMAS,2004,FEBRERO,11.77585509,21.69289020,1.85881997
494,SAPILLICA,2004,FEBRERO,17.15269759,25.55040438,8.75499079
495,PAITA,2004,MARZO,16.86723034,26.73014137,7.00431930
496,AMOTAPE,2004,MARZO,18.79003022,27.20483384,10.37522659
497,COLAN,2004,MARZO,19.67645431,28.59474019,10.75816843
498,EL ARENAL,2004,MARZO,25.86335125,33.05324821,18.67345430
499,LA HUACA,2004,MARZO,20.25603654,29.00211346,11.50995963
500,TAMARINDO,2004,MARZO,25.91021505,34.44354839,17.37688172
501,VICHAYAL,2004,MARZO,24.18010557,31.21886217,17.14134897
502,CHULUCANAS,2004,MARZO,16.77005000,26.06260000,7.47750000
503,BUENOS AIRES,2004,MARZO,16.24677419,24.32258065,8.17096774
504,CHALACO,2004,MARZO,17.01237017,26.37063127,7.65410906
505,LA MATANZA,2004,MARZO,18.39252199,27.51912675,9.26591724
506,MORROPON,2004,MARZO,25.61719003,33.46145610,17.77292396
507,SALITRAL,2004,MARZO,16.08538899,24.35388994,7.81688805
508,SAN JUAN DE BIGOTE,2004,MARZO,20.50352996,30.59470980,10.41235013
509,SANTA CATALINA DE MOSSA,2004,MARZO,15.11106284,24.08935148,6.13277419
510,SANTO DOMINGO,2004,MARZO,17.96893241,26.98118280,8.95668203
511,YAMANGO,2004,MARZO,21.69444444,30.38179211,13.00709677
512,HUANCABAMBA,2004,MARZO,24.54272500,34.25420000,14.83125000
513,CANCHAQUE,2004,MARZO,15.61578341,23.62327189,7.60829493
514,EL CARMEN DE LA FRONTERA,2004,MARZO,23.62679212,31.15053763,16.10304660
515,HUARMACA,2004,MARZO,16.65555556,22.46893668,10.84217443
516,LALAQUIZ,2004,MARZO,19.23151751,27.22568093,11.23735409
517,SAN MIGUEL DE EL FAIQUE,2004,MARZO,24.97478995,31.65416013,18.29541978
518,SONDOR,2004,MARZO,20.96489273,28.20527097,13.72451449
519,SONDORILLO,2004,MARZO,22.14784692,31.77308069,12.52261314
520,AYABACA,2004,MARZO,20.31591641,30.57705714,10.05477569
521,FRIAS,2004,MARZO,26.20304878,32.21676829,20.18932927
522,JILILI,2004,MARZO,23.17587179,28.97764470,17.37409888
523,LAGUNAS,2004,MARZO,14.58700190,24.00607211,5.16793169
524,MONTERO,2004,MARZO,22.49805148,28.13132454,16.86477843
525,PACAIPAMPA,2004,MARZO,25.76326889,32.92724077,18.59929701
526,PAIMAS,2004,MARZO,15.96919829,25.56286827,6.37552831
527,SAPILLICA,2004,MARZO,20.41306091,28.66059135,12.16553046
528,PAITA,2004,ABRIL,17.97187739,27.93484674,8.00890805
529,AMOTAPE,2004,ABRIL,18.50531136,26.08278388,10.92783883
530,COLAN,2004,ABRIL,20.52703285,29.02589684,12.02816885
531,EL ARENAL,2004,ABRIL,27.21056738,34.87113475,19.55000000
532,LA HUACA,2004,ABRIL,22.06703704,30.96703704,13.16703704
533,TAMARINDO,2004,ABRIL,25.91680556,34.52638889,17.30722222
534,VICHAYAL,2004,ABRIL,25.02918061,32.65363164,17.40472959
535,CHULUCANAS,2004,ABRIL,18.33785000,27.12900000,9.54670000
536,BUENOS AIRES,2004,ABRIL,16.83366667,24.79500000,8.87233333
537,CHALACO,2004,ABRIL,18.50132372,27.76034483,9.24230262
538,LA MATANZA,2004,ABRIL,19.42117497,28.85451178,9.98783815
539,MORROPON,2004,ABRIL,26.54440545,34.31415382,18.77465708
540,SALITRAL,2004,ABRIL,17.28333333,25.25980392,9.30686275
541,SAN JUAN DE BIGOTE,2004,ABRIL,21.52910826,31.48483488,11.57338164
542,SANTA CATALINA DE MOSSA,2004,ABRIL,16.03234731,24.72345188,7.34124274
543,SANTO DOMINGO,2004,ABRIL,19.03725948,27.91754386,10.15697510
544,YAMANGO,2004,ABRIL,22.79381423,31.96768116,13.61994730
545,HUANCABAMBA,2004,ABRIL,25.37475850,33.84160000,16.90791700
546,CANCHAQUE,2004,ABRIL,17.11488095,25.95297619,8.27678571
547,EL CARMEN DE LA FRONTERA,2004,ABRIL,25.15773810,32.31904762,17.99642857
548,HUARMACA,2004,ABRIL,18.09404762,24.59107143,11.59702381
549,LALAQUIZ,2004,ABRIL,19.89416667,28.30375000,11.48458333
550,SAN MIGUEL DE EL FAIQUE,2004,ABRIL,25.63574377,32.18569022,19.08579732
551,SONDOR,2004,ABRIL,22.01641425,30.03134392,14.00148457
552,SONDORILLO,2004,ABRIL,23.63891648,32.50819332,14.76963964
553,AYABACA,2004,ABRIL,20.79137254,30.33212095,11.25062414
554,FRIAS,2004,ABRIL,27.32987805,33.84908537,20.81067073
555,JILILI,2004,ABRIL,24.23372727,30.59721212,17.87024242
556,LAGUNAS,2004,ABRIL,15.50637255,24.56568627,6.44705882
557,MONTERO,2004,ABRIL,23.53091642,29.79707930,17.26475354
558,PACAIPAMPA,2004,ABRIL,26.47578125,33.79550781,19.15605469
559,PAIMAS,2004,ABRIL,16.65553404,26.42578891,6.88527916
560,SAPILLICA,2004,ABRIL,21.40601075,29.66763123,13.14439027
561,PAITA,2004,MAYO,20.47388765,29.72723396,11.22054134
562,AMOTAPE,2004,MAYO,21.99393940,29.85656566,14.13131313
563,COLAN,2004,MAYO,23.15531470,32.26880943,14.04181996
564,EL ARENAL,2004,MAYO,27.14025933,33.65800127,20.62251739
565,LA HUACA,2004,MAYO,25.97924731,34.91053763,17.04795699
566,TAMARINDO,2004,MAYO,28.01586022,35.64784946,20.38387097
567,VICHAYAL,2004,MAYO,25.01271548,31.41881080,18.60662016
568,CHULUCANAS,2004,MAYO,23.53815000,33.11800000,13.95830000
569,BUENOS AIRES,2004,MAYO,17.21240690,24.53007590,9.89473790
570,CHALACO,2004,MAYO,21.47497914,31.26431103,11.68564724
571,LA MATANZA,2004,MAYO,21.03102523,30.00130648,12.06074398
572,MORROPON,2004,MAYO,27.23113026,34.42295602,20.03930449
573,SALITRAL,2004,MAYO,18.05286738,25.84587814,10.25985663
574,SAN JUAN DE BIGOTE,2004,MAYO,23.54039073,32.70013630,14.38064516
575,SANTA CATALINA DE MOSSA,2004,MAYO,16.70045699,24.67711022,8.72380376
576,SANTO DOMINGO,2004,MAYO,20.38556255,28.67946499,12.09166011
577,YAMANGO,2004,MAYO,23.71872704,31.91406532,15.52338877
578,HUANCABAMBA,2004,MAYO,28.22739750,36.93650000,19.51829500
579,CANCHAQUE,2004,MAYO,18.95622120,28.10656682,9.80587558
580,EL CARMEN DE LA FRONTERA,2004,MAYO,26.60366850,32.58066700,20.62667000
581,HUARMACA,2004,MAYO,19.23415899,25.19066820,13.27764977
582,LALAQUIZ,2004,MAYO,21.92575758,30.17979798,13.67171717
583,SAN MIGUEL DE EL FAIQUE,2004,MAYO,26.64178048,32.43103518,20.85252577
584,SONDOR,2004,MAYO,23.73620671,31.63916430,15.83324912
585,SONDORILLO,2004,MAYO,27.11044293,36.90892349,17.31196237
586,AYABACA,2004,MAYO,25.74643869,36.69419809,14.79867930
587,FRIAS,2004,MAYO,28.01778426,33.67113703,22.36443149
588,JILILI,2004,MAYO,26.07539589,32.45519062,19.69560117
589,LAGUNAS,2004,MAYO,16.45028463,24.26261859,8.63795066
590,MONTERO,2004,MAYO,24.81598078,30.58184099,19.05012056
591,PACAIPAMPA,2004,MAYO,27.74496124,33.77926357,21.71065891
592,PAIMAS,2004,MAYO,19.86356303,29.09293314,10.63419292
593,SAPILLICA,2004,MAYO,23.30646758,31.22348805,15.38944712
594,PAITA,2004,JUNIO,19.71583659,26.88952629,12.54214689
595,AMOTAPE,2004,JUNIO,23.34960938,31.29843750,15.40078125
596,COLAN,2004,JUNIO,25.43543489,34.19831589,16.67255389
597,EL ARENAL,2004,JUNIO,28.36750000,35.23560000,21.49940000
598,LA HUACA,2004,JUNIO,26.68774510,34.79882353,18.57666667
599,TAMARINDO,2004,JUNIO,27.20702381,33.37357143,21.04047619
600,VICHAYAL,2004,JUNIO,24.72387323,30.90849359,18.53925287
601,CHULUCANAS,2004,JUNIO,25.36280000,34.09200000,16.63360000
602,BUENOS AIRES,2004,JUNIO,16.64083333,23.46166667,9.82000000
603,CHALACO,2004,JUNIO,22.65125000,31.10333333,14.19916667
604,LA MATANZA,2004,JUNIO,19.94290970,26.95993127,12.92588814
605,MORROPON,2004,JUNIO,25.76045428,31.97145343,19.54945513
606,SALITRAL,2004,JUNIO,18.15694444,24.42962963,11.88425926
607,SAN JUAN DE BIGOTE,2004,JUNIO,22.58828914,29.00991162,16.16666667
608,SANTA CATALINA DE MOSSA,2004,JUNIO,16.23070780,22.80040532,9.66101028
609,SANTO DOMINGO,2004,JUNIO,19.01518540,25.40206379,12.62830701
610,YAMANGO,2004,JUNIO,21.77684211,27.86456140,15.68912281
611,HUANCABAMBA,2004,JUNIO,28.91817500,35.19035000,22.64600000
612,CANCHAQUE,2004,JUNIO,19.26346154,27.57115385,10.95576923
613,EL CARMEN DE LA FRONTERA,2004,JUNIO,26.52640000,32.10870000,20.94410000
614,HUARMACA,2004,JUNIO,20.15416667,25.66025641,14.64807692
615,LALAQUIZ,2004,JUNIO,20.97552743,27.49324895,14.45780591
616,SAN MIGUEL DE EL FAIQUE,2004,JUNIO,27.37569629,32.93120763,21.82018494
617,SONDOR,2004,JUNIO,23.50156962,29.65942833,17.34371091
618,SONDORILLO,2004,JUNIO,29.74488346,37.66133461,21.82843231
619,AYABACA,2004,JUNIO,29.20173821,39.61715473,18.78632169
620,FRIAS,2004,JUNIO,29.08509485,35.12086721,23.04932249
621,JILILI,2004,JUNIO,27.02518868,32.09194969,21.95842767
622,LAGUNAS,2004,JUNIO,16.25009804,22.77725490,9.72294118
623,MONTERO,2004,JUNIO,25.25142517,30.66397959,19.83887075
624,PACAIPAMPA,2004,JUNIO,29.05570265,35.70366599,22.40773931
625,PAIMAS,2004,JUNIO,19.32952055,26.10726027,12.55178082
626,SAPILLICA,2004,JUNIO,23.60224648,30.44236053,16.76213243
627,PAITA,2004,JULIO,19.19168034,26.72214325,11.66121742
628,AMOTAPE,2004,JULIO,27.31230469,35.20117188,19.42343750
629,COLAN,2004,JULIO,27.96306795,35.95829364,19.96784226
630,EL ARENAL,2004,JULIO,27.69313725,34.45325743,20.93301708
631,LA HUACA,2004,JULIO,26.64516129,34.30734767,18.98297491
632,TAMARINDO,2004,JULIO,26.78978495,33.18951613,20.39005376
633,VICHAYAL,2004,JULIO,24.51415850,30.73261607,18.29570093
634,CHULUCANAS,2004,JULIO,25.23430000,32.83360000,17.63500000
635,BUENOS AIRES,2004,JULIO,16.52840502,23.23966547,9.81714456
636,CHALACO,2004,JULIO,22.61923536,30.33882915,14.89964158
637,LA MATANZA,2004,JULIO,19.64957997,27.09744624,12.20171371
638,MORROPON,2004,JULIO,25.43904477,31.78302448,19.09506505
639,SALITRAL,2004,JULIO,17.47485769,24.36242884,10.58728653
640,SAN JUAN DE BIGOTE,2004,JULIO,22.35644955,28.93842505,15.77447405
641,SANTA CATALINA DE MOSSA,2004,JULIO,15.98300211,22.87759025,9.08841398
642,SANTO DOMINGO,2004,JULIO,18.02213262,24.54292115,11.50134409
643,YAMANGO,2004,JULIO,20.90080645,27.43387097,14.36774194
644,HUANCABAMBA,2004,JULIO,27.90060000,33.31940000,22.48180000
645,CANCHAQUE,2004,JULIO,19.19195402,27.64738598,10.73652206
646,EL CARMEN DE LA FRONTERA,2004,JULIO,26.48220000,32.09180000,20.87260000
647,HUARMACA,2004,JULIO,20.40713073,26.96774194,13.84651952
648,LALAQUIZ,2004,JULIO,20.48000000,27.54047619,13.41952381
649,SAN MIGUEL DE EL FAIQUE,2004,JULIO,27.25026830,33.19254704,21.30798957
650,SONDOR,2004,JULIO,24.00953464,30.93870672,17.08036256
651,SONDORILLO,2004,JULIO,29.35053763,35.57341153,23.12766373
652,AYABACA,2004,JULIO,30.08371503,38.41776891,21.74966116
653,FRIAS,2004,JULIO,28.70561881,34.98762376,22.42361386
654,JILILI,2004,JULIO,27.80127171,33.40967742,22.19286601
655,LAGUNAS,2004,JULIO,15.75056926,23.27760911,8.22352941
656,MONTERO,2004,JULIO,25.28936149,31.21523113,19.36349185
657,PACAIPAMPA,2004,JULIO,28.22074236,34.85676856,21.58471616
658,PAIMAS,2004,JULIO,18.87222934,25.97249669,11.77196200
659,SAPILLICA,2004,JULIO,23.56602631,30.41939977,16.71265285
660,PAITA,2004,AGOSTO,19.15845606,26.57876379,11.73814834
661,AMOTAPE,2004,AGOSTO,26.68016394,34.63639344,18.72393443
662,COLAN,2004,AGOSTO,28.55631671,36.44051362,20.67211979
663,EL ARENAL,2004,AGOSTO,27.94468691,34.70411132,21.18526249
664,LA HUACA,2004,AGOSTO,26.13556068,33.54070661,18.73041475
665,TAMARINDO,2004,AGOSTO,27.47526882,33.88252688,21.06801075
666,VICHAYAL,2004,AGOSTO,25.04922621,31.38534232,18.71311010
667,CHULUCANAS,2004,AGOSTO,24.53098800,31.69170000,17.37027600
668,BUENOS AIRES,2004,AGOSTO,16.81182796,23.88172043,9.74193548
669,CHALACO,2004,AGOSTO,21.45382669,28.74636306,14.16129032
670,LA MATANZA,2004,AGOSTO,19.94950077,27.28935155,12.60964999
671,MORROPON,2004,AGOSTO,25.42811063,31.73771779,19.11850347
672,SALITRAL,2004,AGOSTO,18.13092979,24.91461101,11.34724858
673,SAN JUAN DE BIGOTE,2004,AGOSTO,22.63391577,29.17670251,16.09112903
674,SANTA CATALINA DE MOSSA,2004,AGOSTO,16.40720285,23.37193577,9.44246994
675,SANTO DOMINGO,2004,AGOSTO,18.41619160,24.72048804,12.11189516
676,YAMANGO,2004,AGOSTO,21.06443124,27.47215620,14.65670628
677,HUANCABAMBA,2004,AGOSTO,27.86008000,33.17140000,22.54876000
678,CANCHAQUE,2004,AGOSTO,19.12791991,27.50222469,10.75361513
679,EL CARMEN DE LA FRONTERA,2004,AGOSTO,27.45435000,33.38020000,21.52850000
680,HUARMACA,2004,AGOSTO,20.71095076,27.27843803,14.14346350
681,LALAQUIZ,2004,AGOSTO,21.41205358,28.30089286,14.52321429
682,SAN MIGUEL DE EL FAIQUE,2004,AGOSTO,27.73048104,33.78737781,21.67358427
683,SONDOR,2004,AGOSTO,24.10033233,31.11416758,17.08649709
684,SONDORILLO,2004,AGOSTO,29.26975806,35.53709677,23.00241935
685,AYABACA,2004,AGOSTO,29.56815664,37.49516435,21.64114892
686,FRIAS,2004,AGOSTO,29.23209135,35.60504808,22.85913462
687,JILILI,2004,AGOSTO,28.60399090,34.59954508,22.60843672
688,LAGUNAS,2004,AGOSTO,16.24430740,24.18197344,8.30664137
689,MONTERO,2004,AGOSTO,25.81806731,31.89394898,19.74218565
690,PACAIPAMPA,2004,AGOSTO,28.70374494,35.40263158,22.00485830
691,PAIMAS,2004,AGOSTO,18.96747646,26.03413511,11.90081781
692,SAPILLICA,2004,AGOSTO,23.76969892,30.60797965,16.93141818
693,PAITA,2004,SEPTIEMBRE,18.50624074,25.42211823,11.59036325
694,AMOTAPE,2004,SEPTIEMBRE,25.72284345,34.23226837,17.21341853
695,COLAN,2004,SEPTIEMBRE,27.22754708,34.23524523,20.21984893
696,EL ARENAL,2004,SEPTIEMBRE,27.22934641,33.54163399,20.91705882
697,LA HUACA,2004,SEPTIEMBRE,24.09754902,31.26862745,16.92647059
698,TAMARINDO,2004,SEPTIEMBRE,26.60680556,32.55944444,20.65416667
699,VICHAYAL,2004,SEPTIEMBRE,24.54581651,30.50493632,18.58669670
700,CHULUCANAS,2004,SEPTIEMBRE,22.66072150,30.07976000,15.24168300
701,BUENOS AIRES,2004,SEPTIEMBRE,16.38351852,23.08888889,9.67814815
702,CHALACO,2004,SEPTIEMBRE,20.10753205,27.07339744,13.14166667
703,LA MATANZA,2004,SEPTIEMBRE,19.37000592,26.38319588,12.35681597
704,MORROPON,2004,SEPTIEMBRE,24.95139218,31.01948191,18.88330244
705,SALITRAL,2004,SEPTIEMBRE,17.78281250,24.45000000,11.11562500
706,SAN JUAN DE BIGOTE,2004,SEPTIEMBRE,22.20107073,28.22874402,16.17339744
707,SANTA CATALINA DE MOSSA,2004,SEPTIEMBRE,16.13706526,22.45803856,9.81609195
708,SANTO DOMINGO,2004,SEPTIEMBRE,18.57000000,24.81000000,12.33000000
709,YAMANGO,2004,SEPTIEMBRE,20.87394737,27.22526316,14.52263158
