ENTIDAD,Mes,Precipitacion,Ano
PACAIPAMPA,3,24.6,2011
PAIMAS,3,0.1,2011
PAITA,4,0.4,2011
AMOTAPE,4,10.5,2011
COLÁN,4,0.4,2011
EL ARENAL,4,17.1,2011
CHULUCANAS,4,4.7,2011
BUENOS AIRES,4,0.1,2011
LA HUACA,4,74.2,2011
TAMARINDO,4,0,2011
VICHAYAL,4,39.8,2011
CHALACO,4,0.2,2011
MORROPÓN,4,7.4,2011
SALITRAL,4,9.6,2011
SAN JUAN DE BIGOTES,4,36.6,2011
SANTA CATALINA DE MOSSA,4,2.7,2011
LA MATANZA,4,20.8,2011
SANTO DOMINGO,4,5.9,2011
MONTERO,4,8.1,2011
HUANCABAMBA,4,0,2011
CANCHAQUE,4,4.3,2011
CARMEN DE LA FRONTERA,4,16.6,2011
HUARMACA,4,39.1,2011
LALAQUIZ,4,3.7,2011
SAN MIGUEL DEL FAIQUE,4,3.2,2011
SAPILLICA,4,5,2011
SONDOR,4,0.1,2011
SONDORILLO,4,1.6,2011
AYABACA,4,25.9,2011
FRIAS,4,0.3,2011
JILILÍ,4,32,2011
LAGUNAS,4,14.6,2011
PACAIPAMPA,4,4.8,2011
PAIMAS,4,0.1,2011
PAITA,5,0.5,2011
AMOTAPE,5,7.1,2011
COLÁN,5,0.5,2011
EL ARENAL,5,35.1,2011
CHULUCANAS,5,9.3,2011
BUENOS AIRES,5,3.7,2011
LA HUACA,5,149.5,2011
TAMARINDO,5,1.1,2011
VICHAYAL,5,28,2011
CHALACO,5,0.7,2011
MORROPÓN,5,4.6,2011
SALITRAL,5,33.9,2011
SAN JUAN DE BIGOTES,5,11.1,2011
SANTA CATALINA DE MOSSA,5,5,2011
LA MATANZA,5,24.7,2011
SANTO DOMINGO,5,13.6,2011
MONTERO,5,50,2011
HUANCABAMBA,5,0,2011
CANCHAQUE,5,13.2,2011
CARMEN DE LA FRONTERA,5,30.9,2011
HUARMACA,5,71.3,2011
LALAQUIZ,5,7.5,2011
SAN MIGUEL DEL FAIQUE,5,14.9,2011
SAPILLICA,5,34.6,2011
SONDOR,5,0,2011
SONDORILLO,5,0.1,2011
AYABACA,5,93.9,2011
FRIAS,5,20.1,2011
JILILÍ,5,61.2,2011
LAGUNAS,5,35,2011
PACAIPAMPA,5,10.1,2011
PAIMAS,5,10.8,2011
PAITA,6,48.1,2011
AMOTAPE,6,0,2011
COLÁN,6,0,2011
EL ARENAL,6,201.9,2011
CHULUCANAS,6,19,2011
BUENOS AIRES,6,174.8,2011
LA HUACA,6,300.6,2011
TAMARINDO,6,11.6,2011
VICHAYAL,6,129.8,2011
CHALACO,6,3.1,2011
MORROPÓN,6,72,2011
SALITRAL,6,278.7,2011
SAN JUAN DE BIGOTES,6,245.7,2011
SANTA CATALINA DE MOSSA,6,97.8,2011
LA MATANZA,6,131.9,2011
SANTO DOMINGO,6,125.4,2011
MONTERO,6,190.2,2011
HUANCABAMBA,6,91.2,2011
CANCHAQUE,6,85.1,2011
CARMEN DE LA FRONTERA,6,248.3,2011
HUARMACA,6,225.8,2011
LALAQUIZ,6,131.8,2011
SAN MIGUEL DEL FAIQUE,6,277.4,2011
SAPILLICA,6,276.7,2011
SONDOR,6,3.8,2011
SONDORILLO,6,7,2011
AYABACA,6,155,2011
FRIAS,6,234.6,2011
JILILÍ,6,134.1,2011
LAGUNAS,6,206.7,2011
PACAIPAMPA,6,223.7,2011
PAIMAS,6,28.6,2011
PAITA,7,32.4,2011
AMOTAPE,7,9.7,2011
COLÁN,7,6.8,2011
EL ARENAL,7,187.9,2011
CHULUCANAS,7,32.7,2011
BUENOS AIRES,7,392.8,2011
LA HUACA,7,458.5,2011
TAMARINDO,7,101,2011
VICHAYAL,7,230.5,2011
CHALACO,7,106.8,2011
MORROPÓN,7,89.3,2011
SALITRAL,7,312.2,2011
SAN JUAN DE BIGOTES,7,199.8,2011
SANTA CATALINA DE MOSSA,7,203.8,2011
LA MATANZA,7,221,2011
SANTO DOMINGO,7,270.6,2011
MONTERO,7,222.5,2011
HUANCABAMBA,7,390.7,2011
CANCHAQUE,7,79.1,2011
CARMEN DE LA FRONTERA,7,453.1,2011
HUARMACA,7,290.5,2011
LALAQUIZ,7,62.3,2011
SAN MIGUEL DEL FAIQUE,7,180.1,2011
SAPILLICA,7,372,2011
SONDOR,7,250.9,2011
SONDORILLO,7,117,2011
AYABACA,7,478.5,2011
FRIAS,7,119.2,2011
JILILÍ,7,172.6,2011
LAGUNAS,7,374.2,2011
PACAIPAMPA,7,163.8,2011
PAIMAS,7,73.4,2011
PAITA,8,58.6,2011
AMOTAPE,8,2.7,2011
COLÁN,8,16.5,2011
EL ARENAL,8,194.8,2011
CHULUCANAS,8,25.2,2011
BUENOS AIRES,8,215,2011
LA HUACA,8,433.7,2011
TAMARINDO,8,76.4,2011
VICHAYAL,8,158.9,2011
CHALACO,8,66.5,2011
MORROPÓN,8,78.9,2011
SALITRAL,8,298.5,2011
SAN JUAN DE BIGOTES,8,58.7,2011
SANTA CATALINA DE MOSSA,8,137.4,2011
LA MATANZA,8,116.9,2011
SANTO DOMINGO,8,145.1,2011
MONTERO,8,265.2,2011
HUANCABAMBA,8,436.4,2011
CANCHAQUE,8,29.9,2011
CARMEN DE LA FRONTERA,8,292.5,2011
HUARMACA,8,261.1,2011
LALAQUIZ,8,74.5,2011
SAN MIGUEL DEL FAIQUE,8,112.9,2011
SAPILLICA,8,64.7,2011
SONDOR,8,222.6,2011
SONDORILLO,8,103.6,2011
AYABACA,8,242.5,2011
FRIAS,8,49.4,2011
JILILÍ,8,152,2011
LAGUNAS,8,247,2011
PACAIPAMPA,8,119.7,2011
PAIMAS,8,79.4,2011
PAITA,9,90.6,2011
AMOTAPE,9,3.5,2011
COLÁN,9,21.2,2011
EL ARENAL,9,191.2,2011
CHULUCANAS,9,19.5,2011
BUENOS AIRES,9,197.7,2011
LA HUACA,9,422.3,2011
TAMARINDO,9,23.9,2011
VICHAYAL,9,101.9,2011
CHALACO,9,57.5,2011
MORROPÓN,9,87.3,2011
SALITRAL,9,158,2011
SAN JUAN DE BIGOTES,9,72.9,2011
SANTA CATALINA DE MOSSA,9,76.4,2011
LA MATANZA,9,63.5,2011
SANTO DOMINGO,9,76.9,2011
MONTERO,9,136.1,2011
HUANCABAMBA,9,181.3,2011
CANCHAQUE,9,36.8,2011
CARMEN DE LA FRONTERA,9,186.5,2011
HUARMACA,9,167.9,2011
LALAQUIZ,9,56.7,2011
SAN MIGUEL DEL FAIQUE,9,125.5,2011
SAPILLICA,9,61.7,2011
SONDOR,9,64.5,2011
SONDORILLO,9,38.5,2011
AYABACA,9,445.5,2011
FRIAS,9,65.9,2011
JILILÍ,9,86.2,2011
LAGUNAS,9,264.4,2011
PACAIPAMPA,9,189.8,2011
PAIMAS,9,95.4,2011
PAITA,10,25.6,2011
AMOTAPE,10,4.2,2011
COLÁN,10,1.6,2011
EL ARENAL,10,177.2,2011
CHULUCANAS,10,25.6,2011
BUENOS AIRES,10,382,2011
LA HUACA,10,273.7,2011
TAMARINDO,10,9.2,2011
VICHAYAL,10,62,2011
CHALACO,10,4.9,2011
MORROPÓN,10,36.7,2011
SALITRAL,10,100,2011
SAN JUAN DE BIGOTES,10,19.6,2011
SANTA CATALINA DE MOSSA,10,78.2,2011
LA MATANZA,10,59.1,2011
SANTO DOMINGO,10,43.9,2011
MONTERO,10,80.1,2011
HUANCABAMBA,10,28.4,2011
CANCHAQUE,10,55.9,2011
CARMEN DE LA FRONTERA,10,64.6,2011
HUARMACA,10,85.9,2011
LALAQUIZ,10,24.4,2011
SAN MIGUEL DEL FAIQUE,10,382.5,2011
SAPILLICA,10,39.8,2011
SONDOR,10,6.8,2011
SONDORILLO,10,3.5,2011
AYABACA,10,401.5,2011
FRIAS,10,33.1,2011
JILILÍ,10,60.9,2011
LAGUNAS,10,149,2011
PACAIPAMPA,10,100.7,2011
PAIMAS,10,25,2011
PAITA,11,1.1,2011
AMOTAPE,11,39.2,2011
COLÁN,11,18.8,2011
EL ARENAL,11,56.2,2011
CHULUCANAS,11,12.7,2011
BUENOS AIRES,11,0,2011
LA HUACA,11,58.8,2011
TAMARINDO,11,22,2011
VICHAYAL,11,21.9,2011
CHALACO,11,4.6,2011
MORROPÓN,11,0.3,2011
SALITRAL,11,2.5,2011
SAN JUAN DE BIGOTES,11,32.2,2011
SANTA CATALINA DE MOSSA,11,0.2,2011
LA MATANZA,11,16.2,2011
SANTO DOMINGO,11,6.2,2011
MONTERO,11,13.1,2011
HUANCABAMBA,11,0.5,2011
CANCHAQUE,11,6.5,2011
CARMEN DE LA FRONTERA,11,29.8,2011
HUARMACA,11,59.8,2011
LALAQUIZ,11,2.8,2011
SAN MIGUEL DEL FAIQUE,11,93.8,2011
SAPILLICA,11,24.4,2011
SONDOR,11,40.8,2011
SONDORILLO,11,61.7,2011
AYABACA,11,162.4,2011
FRIAS,11,17.8,2011
JILILÍ,11,15,2011
LAGUNAS,11,102.4,2011
PACAIPAMPA,11,36.4,2011
PAIMAS,11,1,2011
PAITA,12,0,2011
AMOTAPE,12,19.8,2011
COLÁN,12,2.5,2011
EL ARENAL,12,27.3,2011
CHULUCANAS,12,16.7,2011
BUENOS AIRES,12,0,2011
LA HUACA,12,42.9,2011
TAMARINDO,12,12.1,2011
VICHAYAL,12,0.9,2011
CHALACO,12,0.4,2011
MORROPÓN,12,0.2,2011
SALITRAL,12,0.3,2011
SAN JUAN DE BIGOTES,12,4.1,2011
SANTA CATALINA DE MOSSA,12,0,2011
LA MATANZA,12,0.3,2011
SANTO DOMINGO,12,0.5,2011
MONTERO,12,0.5,2011
HUANCABAMBA,12,0,2011
CANCHAQUE,12,24.1,2011
CARMEN DE LA FRONTERA,12,20.6,2011
HUARMACA,12,28.8,2011
LALAQUIZ,12,0,2011
SAN MIGUEL DEL FAIQUE,12,53.8,2011
SAPILLICA,12,10.3,2011
SONDOR,12,5.7,2011
SONDORILLO,12,24.6,2011
AYABACA,12,104.4,2011
FRIAS,12,21.2,2011
JILILÍ,12,2.3,2011
LAGUNAS,12,43.5,2011
PACAIPAMPA,12,16.8,2011
PAIMAS,12,0.2,2011
PAITA,1,11.1,2012
AMOTAPE,1,4,2012
COLÁN,1,0,2012
EL ARENAL,1,24,2012
CHULUCANAS,1,7.2,2012
BUENOS AIRES,1,0,2012
LA HUACA,1,53.3,2012
TAMARINDO,1,2.5,2012
VICHAYAL,1,6.9,2012
CHALACO,1,2.4,2012
MORROPÓN,1,6.4,2012
SALITRAL,1,2.3,2012
SAN JUAN DE BIGOTES,1,12.1,2012
SANTA CATALINA DE MOSSA,1,0.6,2012
LA MATANZA,1,3.6,2012
SANTO DOMINGO,1,1.9,2012
MONTERO,1,3.1,2012
HUANCABAMBA,1,0.5,2012
CANCHAQUE,1,4.9,2012
CARMEN DE LA FRONTERA,1,52.4,2012
HUARMACA,1,44.7,2012
LALAQUIZ,1,6.7,2012
SAN MIGUEL DEL FAIQUE,1,54.8,2012
SAPILLICA,1,20.1,2012
SONDOR,1,0.6,2012
SONDORILLO,1,2.9,2012
AYABACA,1,215.9,2012
FRIAS,1,22.9,2012
JILILÍ,1,4.2,2012
LAGUNAS,1,87.4,2012
PACAIPAMPA,1,65.8,2012
PAIMAS,1,6.2,2012
PAITA,2,51.9,2012
AMOTAPE,2,27.5,2012
COLÁN,2,9.4,2012
EL ARENAL,2,22.7,2012
CHULUCANAS,2,19.3,2012
BUENOS AIRES,2,76.1,2012
LA HUACA,2,38.6,2012
TAMARINDO,2,7.4,2012
VICHAYAL,2,28.2,2012
CHALACO,2,9.6,2012
MORROPÓN,2,59.5,2012
SALITRAL,2,6.1,2012
SAN JUAN DE BIGOTES,2,49.6,2012
SANTA CATALINA DE MOSSA,2,63.7,2012
LA MATANZA,2,33.6,2012
SANTO DOMINGO,2,59.5,2012
MONTERO,2,20.1,2012
HUANCABAMBA,2,30.3,2012
CANCHAQUE,2,71,2012
CARMEN DE LA FRONTERA,2,21.8,2012
HUARMACA,2,57.5,2012
LALAQUIZ,2,53.8,2012
SAN MIGUEL DEL FAIQUE,2,58.1,2012
SAPILLICA,2,48.3,2012
SONDOR,2,5.7,2012
SONDORILLO,2,8.5,2012
AYABACA,2,149,2012
FRIAS,2,79.9,2012
JILILÍ,2,30.5,2012
LAGUNAS,2,47.3,2012
PACAIPAMPA,2,15.6,2012
PAIMAS,2,36.2,2012
PAITA,3,1.1,2012
AMOTAPE,3,37.6,2012
COLÁN,3,1.4,2012
EL ARENAL,3,29.8,2012
CHULUCANAS,3,24.3,2012
BUENOS AIRES,3,0,2012
LA HUACA,3,58.2,2012
TAMARINDO,3,3.6,2012
VICHAYAL,3,26.5,2012
CHALACO,3,0.4,2012
MORROPÓN,3,7.1,2012
SALITRAL,3,2.5,2012
SAN JUAN DE BIGOTES,3,22.9,2012
SANTA CATALINA DE MOSSA,3,1.4,2012
LA MATANZA,3,14.4,2012
SANTO DOMINGO,3,10.6,2012
MONTERO,3,3.4,2012
HUANCABAMBA,3,0,2012
CANCHAQUE,3,24,2012
CARMEN DE LA FRONTERA,3,22.8,2012
HUARMACA,3,29.3,2012
LALAQUIZ,3,10,2012
SAN MIGUEL DEL FAIQUE,3,25,2012
SAPILLICA,3,17.3,2012
SONDOR,3,0.1,2012
SONDORILLO,3,2.7,2012
AYABACA,3,35.2,2012
FRIAS,3,18.9,2012
JILILÍ,3,27.7,2012
LAGUNAS,3,25.9,2012
PACAIPAMPA,3,6.7,2012
PAIMAS,3,1.1,2012
PAITA,4,0,2012
AMOTAPE,4,17.6,2012
COLÁN,4,0.2,2012
EL ARENAL,4,28.2,2012
CHULUCANAS,4,19.2,2012
BUENOS AIRES,4,0.1,2012
LA HUACA,4,57.8,2012
TAMARINDO,4,6.5,2012
VICHAYAL,4,15.1,2012
CHALACO,4,4.3,2012
MORROPÓN,4,1.7,2012
SALITRAL,4,4.9,2012
SAN JUAN DE BIGOTES,4,23.2,2012
SANTA CATALINA DE MOSSA,4,0.1,2012
LA MATANZA,4,9,2012
SANTO DOMINGO,4,0.9,2012
MONTERO,4,6.4,2012
HUANCABAMBA,4,0.2,2012
CANCHAQUE,4,23.4,2012
CARMEN DE LA FRONTERA,4,44,2012
HUARMACA,4,42.1,2012
LALAQUIZ,4,4.9,2012
SAN MIGUEL DEL FAIQUE,4,97.1,2012
SAPILLICA,4,63.2,2012
SONDOR,4,0.2,2012
SONDORILLO,4,0.5,2012
AYABACA,4,52.2,2012
FRIAS,4,51.4,2012
JILILÍ,4,22.4,2012
LAGUNAS,4,59.8,2012
PACAIPAMPA,4,112.4,2012
PAIMAS,4,1.8,2012
PAITA,5,5.4,2012
AMOTAPE,5,0,2012
COLÁN,5,0,2012
EL ARENAL,5,106.4,2012
CHULUCANAS,5,23.8,2012
BUENOS AIRES,5,39.3,2012
LA HUACA,5,181.1,2012
TAMARINDO,5,5.4,2012
VICHAYAL,5,16.3,2012
CHALACO,5,7.8,2012
MORROPÓN,5,12.4,2012
SALITRAL,5,38.4,2012
SAN JUAN DE BIGOTES,5,28.6,2012
SANTA CATALINA DE MOSSA,5,9.2,2012
LA MATANZA,5,20.1,2012
SANTO DOMINGO,5,20.3,2012
MONTERO,5,50.6,2012
HUANCABAMBA,5,3,2012
CANCHAQUE,5,48.5,2012
CARMEN DE LA FRONTERA,5,56.7,2012
HUARMACA,5,60.5,2012
LALAQUIZ,5,20.4,2012
SAN MIGUEL DEL FAIQUE,5,202.6,2012
SAPILLICA,5,59.7,2012
SONDOR,5,0.3,2012
SONDORILLO,5,1.2,2012
AYABACA,5,152.9,2012
FRIAS,5,46.4,2012
JILILÍ,5,32.5,2012
LAGUNAS,5,91.8,2012
PACAIPAMPA,5,71,2012
PAIMAS,5,9.1,2012
PAITA,6,60,2012
AMOTAPE,6,0.1,2012
COLÁN,6,0,2012
EL ARENAL,6,268.8,2012
CHULUCANAS,6,13.5,2012
BUENOS AIRES,6,255.2,2012
LA HUACA,6,264,2012
TAMARINDO,6,12.2,2012
VICHAYAL,6,96,2012
CHALACO,6,17.1,2012
MORROPÓN,6,85.8,2012
SALITRAL,6,217.1,2012
SAN JUAN DE BIGOTES,6,87.7,2012
SANTA CATALINA DE MOSSA,6,123.8,2012
LA MATANZA,6,130.1,2012
SANTO DOMINGO,6,142.6,2012
MONTERO,6,159.3,2012
HUANCABAMBA,6,208.1,2012
CANCHAQUE,6,59.4,2012
CARMEN DE LA FRONTERA,6,349.2,2012
HUARMACA,6,231.1,2012
LALAQUIZ,6,110.5,2012
SAN MIGUEL DEL FAIQUE,6,215.8,2012
SAPILLICA,6,143.1,2012
SONDOR,6,57.5,2012
SONDORILLO,6,20.2,2012
AYABACA,6,270,2012
FRIAS,6,123.6,2012
JILILÍ,6,202.3,2012
LAGUNAS,6,228,2012
PACAIPAMPA,6,168.8,2012
PAIMAS,6,38.1,2012
PAITA,7,144.5,2012
AMOTAPE,7,4.3,2012
COLÁN,7,2.3,2012
EL ARENAL,7,176.2,2012
CHULUCANAS,7,47.7,2012
BUENOS AIRES,7,118.7,2012
LA HUACA,7,211.8,2012
TAMARINDO,7,133.7,2012
VICHAYAL,7,160.5,2012
CHALACO,7,134.5,2012
MORROPÓN,7,190.5,2012
SALITRAL,7,150.9,2012
SAN JUAN DE BIGOTES,7,116.3,2012
SANTA CATALINA DE MOSSA,7,202.2,2012
LA MATANZA,7,180.7,2012
SANTO DOMINGO,7,186,2012
MONTERO,7,225.4,2012
HUANCABAMBA,7,253.8,2012
CANCHAQUE,7,25.2,2012
CARMEN DE LA FRONTERA,7,140,2012
HUARMACA,7,273.7,2012
LALAQUIZ,7,138,2012
SAN MIGUEL DEL FAIQUE,7,108.1,2012
SAPILLICA,7,157.2,2012
SONDOR,7,181.4,2012
SONDORILLO,7,122.7,2012
AYABACA,7,171.8,2012
FRIAS,7,73.1,2012
JILILÍ,7,197.1,2012
LAGUNAS,7,205.6,2012
PACAIPAMPA,7,110.7,2012
PAIMAS,7,126.7,2012
PAITA,8,89.4,2012
AMOTAPE,8,7.8,2012
COLÁN,8,104.5,2012
EL ARENAL,8,199.7,2012
CHULUCANAS,8,39.1,2012
BUENOS AIRES,8,204.9,2012
LA HUACA,8,418.1,2012
TAMARINDO,8,120.7,2012
VICHAYAL,8,108.4,2012
CHALACO,8,97.04,2012
MORROPÓN,8,99.7,2012
SALITRAL,8,243.9,2012
SAN JUAN DE BIGOTES,8,195.4,2012
SANTA CATALINA DE MOSSA,8,158.7,2012
LA MATANZA,8,130.9,2012
SANTO DOMINGO,8,192.4,2012
MONTERO,8,207.5,2012
HUANCABAMBA,8,325.5,2012
CANCHAQUE,8,83.3,2012
CARMEN DE LA FRONTERA,8,315.4,2012
HUARMACA,8,333.3,2012
LALAQUIZ,8,113.8,2012
SAN MIGUEL DEL FAIQUE,8,202.8,2012
SAPILLICA,8,195.01,2012
SONDOR,8,239.077,2012
SONDORILLO,8,117.9,2012
AYABACA,8,385.09,2012
FRIAS,8,86.02,2012
JILILÍ,8,174.6,2012
LAGUNAS,8,406.8,2012
PACAIPAMPA,8,122.3,2012
PAIMAS,8,111.2,2012
PAITA,9,64.6,2012
AMOTAPE,9,11.1,2012
COLÁN,9,107.5,2012
EL ARENAL,9,174.6,2012
CHULUCANAS,9,82.8,2012
BUENOS AIRES,9,169.3,2012
LA HUACA,9,321.3,2012
TAMARINDO,9,104.1,2012
VICHAYAL,9,83.4,2012
CHALACO,9,87,2012
MORROPÓN,9,86.2,2012
SALITRAL,9,185.4,2012
SAN JUAN DE BIGOTES,9,74,2012
SANTA CATALINA DE MOSSA,9,69.1,2012
LA MATANZA,9,78.2,2012
SANTO DOMINGO,9,81,2012
MONTERO,9,128.9,2012
HUANCABAMBA,9,194,2012
CANCHAQUE,9,105.4,2012
CARMEN DE LA FRONTERA,9,219.5,2012
HUARMACA,9,201.7,2012
LALAQUIZ,9,94.4,2012
SAN MIGUEL DEL FAIQUE,9,105.2,2012
SAPILLICA,9,176.5,2012
SONDOR,9,122.7,2012
SONDORILLO,9,72.2,2012
AYABACA,9,293.2,2012
FRIAS,9,142.8,2012
JILILÍ,9,111.7,2012
LAGUNAS,9,258.1,2012
PACAIPAMPA,9,141.4,2012
PAIMAS,9,79.5,2012
PAITA,10,6.4,2012
AMOTAPE,10,1.9,2012
COLÁN,10,65.8,2012
EL ARENAL,10,81,2012
CHULUCANAS,10,20.3,2012
BUENOS AIRES,10,66.7,2012
LA HUACA,10,194.4,2012
TAMARINDO,10,33.4,2012
VICHAYAL,10,14.9,2012
CHALACO,10,26,2012
MORROPÓN,10,5.7,2012
SALITRAL,10,98.8,2012
SAN JUAN DE BIGOTES,10,12.8,2012
SANTA CATALINA DE MOSSA,10,22,2012
LA MATANZA,10,14.8,2012
SANTO DOMINGO,10,25.4,2012
MONTERO,10,31.1,2012
HUANCABAMBA,10,37.7,2012
CANCHAQUE,10,41.6,2012
CARMEN DE LA FRONTERA,10,93.8,2012
HUARMACA,10,63.2,2012
LALAQUIZ,10,7,2012
SAN MIGUEL DEL FAIQUE,10,179.1,2012
SAPILLICA,10,37.2,2012
SONDOR,10,44.4,2012
SONDORILLO,10,4.2,2012
AYABACA,10,203.1,2012
FRIAS,10,34,2012
JILILÍ,10,36.2,2012
LAGUNAS,10,164.7,2012
PACAIPAMPA,10,100.6,2012
PAIMAS,10,9.9,2012
PAITA,11,4.2,2012
AMOTAPE,11,5.6,2012
COLÁN,11,1.7,2012
EL ARENAL,11,4.4,2012
CHULUCANAS,11,22.9,2012
BUENOS AIRES,11,36.1,2012
LA HUACA,11,29,2012
TAMARINDO,11,20.6,2012
VICHAYAL,11,12.7,2012
CHALACO,11,9.4,2012
MORROPÓN,11,14.9,2012
SALITRAL,11,10.7,2012
SAN JUAN DE BIGOTES,11,26.1,2012
SANTA CATALINA DE MOSSA,11,6.1,2012
LA MATANZA,11,12.5,2012
SANTO DOMINGO,11,28.4,2012
MONTERO,11,4.4,2012
HUANCABAMBA,11,2.3,2012
CANCHAQUE,11,73.6,2012
CARMEN DE LA FRONTERA,11,30.3,2012
HUARMACA,11,42.2,2012
LALAQUIZ,11,27.9,2012
SAN MIGUEL DEL FAIQUE,11,43.9,2012
SAPILLICA,11,53.9,2012
SONDOR,11,5.2,2012
SONDORILLO,11,1.7,2012
AYABACA,11,18.6,2012
FRIAS,11,45.2,2012
JILILÍ,11,6.6,2012
LAGUNAS,11,89.2,2012
PACAIPAMPA,11,17.5,2012
PAIMAS,11,5.4,2012
PAITA,12,9.09,2012
AMOTAPE,12,32.84,2012
COLÁN,12,13.08,2012
EL ARENAL,12,25.35,2012
CHULUCANAS,12,3.49,2012
BUENOS AIRES,12,24.17,2012
LA HUACA,12,57.72,2012
TAMARINDO,12,21.35,2012
VICHAYAL,12,0.03,2012
CHALACO,12,10.72,2012
MORROPÓN,12,3.35,2012
SALITRAL,12,0.53,2012
SAN JUAN DE BIGOTES,12,3.65,2012
SANTA CATALINA DE MOSSA,12,12.24,2012
LA MATANZA,12,0.56,2012
SANTO DOMINGO,12,5.77,2012
MONTERO,12,0.22,2012
HUANCABAMBA,12,4.71,2012
CANCHAQUE,12,2.1,2012
CARMEN DE LA FRONTERA,12,14.14,2012
HUARMACA,12,11.2,2012
LALAQUIZ,12,2.48,2012
SAN MIGUEL DEL FAIQUE,12,45.58,2012
SAPILLICA,12,2.94,2012
SONDOR,12,40.02,2012
SONDORILLO,12,27.4,2012
AYABACA,12,122.75,2012
FRIAS,12,3.07,2012
JILILÍ,12,3.34,2012
LAGUNAS,12,31.32,2012
PACAIPAMPA,12,15.35,2012
PAIMAS,12,5.58,2012
PAITA,1,51.64,2013
AMOTAPE,1,28.88,2013
COLÁN,1,8.63,2013
EL ARENAL,1,113.67,2013
CHULUCANAS,1,15.42,2013
BUENOS AIRES,1,97.95,2013
LA HUACA,1,59.01,2013
TAMARINDO,1,18.54,2013
VICHAYAL,1,2.2,2013
CHALACO,1,4.56,2013
MORROPÓN,1,11.44,2013
SALITRAL,1,7.03,2013
SAN JUAN DE BIGOTES,1,7.69,2013
SANTA CATALINA DE MOSSA,1,45.99,2013
LA MATANZA,1,4.06,2013
SANTO DOMINGO,1,17.72,2013
MONTERO,1,0.84,2013
HUANCABAMBA,1,18.7,2013
CANCHAQUE,1,28.04,2013
CARMEN DE LA FRONTERA,1,11.39,2013
HUARMACA,1,8.33,2013
LALAQUIZ,1,4.92,2013
SAN MIGUEL DEL FAIQUE,1,51.27,2013
SAPILLICA,1,22.48,2013
SONDOR,1,4.03,2013
SONDORILLO,1,19.07,2013
AYABACA,1,185.88,2013
FRIAS,1,30.88,2013
JILILÍ,1,4.09,2013
LAGUNAS,1,28.66,2013
PACAIPAMPA,1,56.73,2013
PAIMAS,1,27.03,2013
PAITA,2,0.03,2013
AMOTAPE,2,12.2,2013
COLÁN,2,0.52,2013
EL ARENAL,2,15.65,2013
CHULUCANAS,2,1.8,2013
BUENOS AIRES,2,0.03,2013
LA HUACA,2,16.9,2013
TAMARINDO,2,1.9,2013
VICHAYAL,2,1.35,2013
CHALACO,2,0.07,2013
MORROPÓN,2,0.22,2013
SALITRAL,2,0.09,2013
SAN JUAN DE BIGOTES,2,8.47,2013
SANTA CATALINA DE MOSSA,2,0.12,2013
LA MATANZA,2,0.88,2013
SANTO DOMINGO,2,0.88,2013
MONTERO,2,0.32,2013
HUANCABAMBA,2,0.45,2013
CANCHAQUE,2,2.46,2013
CARMEN DE LA FRONTERA,2,11.88,2013
HUARMACA,2,11.66,2013
LALAQUIZ,2,3.82,2013
SAN MIGUEL DEL FAIQUE,2,40.74,2013
SAPILLICA,2,4.8,2013
SONDOR,2,0.14,2013
SONDORILLO,2,5.09,2013
AYABACA,2,34.34,2013
FRIAS,2,3.17,2013
JILILÍ,2,7.52,2013
LAGUNAS,2,29.26,2013
PACAIPAMPA,2,12.78,2013
PAIMAS,2,0.42,2013
PAITA,3,0.38,2013
AMOTAPE,3,6.27,2013
COLÁN,3,0.8,2013
EL ARENAL,3,6.96,2013
CHULUCANAS,3,1.7,2013
BUENOS AIRES,3,6.59,2013
LA HUACA,3,15.73,2013
TAMARINDO,3,1.1,2013
VICHAYAL,3,2.28,2013
CHALACO,3,0.14,2013
MORROPÓN,3,2.37,2013
SALITRAL,3,7.53,2013
SAN JUAN DE BIGOTES,3,8.67,2013
SANTA CATALINA DE MOSSA,3,2.22,2013
LA MATANZA,3,7.67,2013
SANTO DOMINGO,3,10.27,2013
MONTERO,3,8.94,2013
HUANCABAMBA,3,0.45,2013
CANCHAQUE,3,6.55,2013
CARMEN DE LA FRONTERA,3,12.11,2013
HUARMACA,3,16.32,2013
LALAQUIZ,3,5.89,2013
SAN MIGUEL DEL FAIQUE,3,39.05,2013
SAPILLICA,3,9.98,2013
SONDOR,3,0.2,2013
SONDORILLO,3,2.24,2013
AYABACA,3,48.65,2013
FRIAS,3,9.63,2013
JILILÍ,3,7.98,2013
LAGUNAS,3,30.78,2013
PACAIPAMPA,3,10.74,2013
PAIMAS,3,0.42,2013
PAITA,4,0.19,2013
AMOTAPE,4,0.44,2013
COLÁN,4,0.14,2013
EL ARENAL,4,19.46,2013
CHULUCANAS,4,12.33,2013
BUENOS AIRES,4,0.12,2013
LA HUACA,4,29.6,2013
TAMARINDO,4,0.52,2013
VICHAYAL,4,15.56,2013
CHALACO,4,0.25,2013
MORROPÓN,4,1.02,2013
SALITRAL,4,7.1,2013
SAN JUAN DE BIGOTES,4,9.77,2013
SANTA CATALINA DE MOSSA,4,0.12,2013
LA MATANZA,4,11.92,2013
SANTO DOMINGO,4,0.93,2013
MONTERO,4,6.53,2013
HUANCABAMBA,4,0.96,2013
CANCHAQUE,4,27.2,2013
CARMEN DE LA FRONTERA,4,13.56,2013
