,ENTIDAD,A??o,Mes,Temperatura_promedio,Temperatura_maxima,Temperatura_minima
360,PACAIPAMPA,2003,NOVIEMBRE,25.14659091,30.40247934,19.89070248
361,PAIMAS,2003,NOVIEMBRE,15.2484767,24.70471888,5.792234528
362,SAPILLICA,2003,NOVIEMBRE,19.50995971,27.07246886,11.94745056
363,PAITA,2003,DICIEMBRE,11.75106858,22.4222415,1.079895662
364,AMOTAPE,2003,DICIEMBRE,11.78986903,19.87351687,3.706221198
365,COL?N,2003,DICIEMBRE,17.06513201,25.82241143,8.307852586
366,EL ARENAL,2003,DICIEMBRE,20.85329032,27.12419355,14.5823871
367,LA HUACA,2003,DICIEMBRE,12.06370968,21.56330645,2.564112903
368,TAMARINDO,2003,DICIEMBRE,24.31465054,32.25564516,16.37365591
369,VICHAYAL,2003,DICIEMBRE,21.13285372,28.06300919,14.20269825
370,CHULUCANAS,2003,DICIEMBRE,10.8502936,20.20156642,1.499020772
371,BUENOS AIRES,2003,DICIEMBRE,12.41532258,19.76935484,5.061290323
372,CHALACO,2003,DICIEMBRE,11.39101747,21.30252595,1.479508978
373,LA MATANZA,2003,DICIEMBRE,13.33491263,23.02543683,3.644388441
374,MORROP?N,2003,DICIEMBRE,22.67299408,30.18676885,15.15921932
375,SALITRAL,2003,DICIEMBRE,12.53858065,21.49548387,3.581677419
376,SAN JUAN DE BIGOTE,2003,DICIEMBRE,16.09162986,26.23672873,5.946530978
377,SANTA CATALINA DE MOSSA,2003,DICIEMBRE,11.0891228,20.736235,1.442010596
378,SANTO DOMINGO,2003,DICIEMBRE,13.33682528,22.7221091,3.951541457
379,YAMANGO,2003,DICIEMBRE,17.42280311,26.53982202,8.305784205
380,HUANCABAMBA,2003,DICIEMBRE,20.33021304,30.26396143,10.39646465
381,CANCHAQUE,2003,DICIEMBRE,11.63940092,20.07931118,3.199490662
382,EL CARMEN DE LA FRONTERA,2003,DICIEMBRE,21.12095661,28.67716622,13.564747
383,HUARMACA,2003,DICIEMBRE,12.47177419,19.09946236,5.844086022
384,LALAQUIZ,2003,DICIEMBRE,14.0176282,22.84102564,5.194230769
385,SAN MIGUEL DE EL FAIQUE,2003,DICIEMBRE,21.68531261,28.24028573,15.13033949
386,SONDOR,2003,DICIEMBRE,15.27470944,24.09192621,6.457492666
387,SONDORILLO,2003,DICIEMBRE,19.5553635,29.602631,9.508096
388,AYABACA,2003,DICIEMBRE,14.77979452,25.27283978,4.286749265
389,FR?AS,2003,DICIEMBRE,21.58522428,26.15145119,17.01899736
390,JILIL?,2003,DICIEMBRE,17.35863931,25.11798348,9.599295144
391,LAGUNAS,2003,DICIEMBRE,10.34685484,20.27693548,0.416774194
392,MONTERO,2003,DICIEMBRE,18.360147,24.32380563,12.39648836
393,PACAIPAMPA,2003,DICIEMBRE,21.20290456,27.31618257,15.08962656
394,PAIMAS,2003,DICIEMBRE,10.8546802,21.78177419,-0.072413793
395,SAPILLICA,2003,DICIEMBRE,15.95930247,24.45240931,7.466195639
396,PAITA,2003,ANUAL,17.66835052,26.60920987,8.72749117
397,AMOTAPE,2003,ANUAL,17.96351937,26.04748916,9.879549569
398,COL?N,2003,ANUAL,22.41628634,30.394621,14.43795168
399,EL ARENAL,2003,ANUAL,25.98265061,32.72229928,19.24300194
400,LA HUACA,2003,ANUAL,21.12421996,29.43249498,12.81594494
401,TAMARINDO,2003,ANUAL,26.17187467,33.1587263,19.18502304
402,VICHAYAL,2003,ANUAL,24.05772711,30.64505452,17.47039971
403,CHULUCANAS,2003,ANUAL,18.6458019,27.24114721,10.05045659
404,BUENOS AIRES,2003,ANUAL,16.19919354,23.18232832,9.216058756
405,CHALACO,2003,ANUAL,17.72826416,26.52361965,8.932908674
406,LA MATANZA,2003,ANUAL,18.31803732,26.75995781,9.876116828
407,MORROP?N,2003,ANUAL,24.94377404,31.85942869,18.0281194
408,SALITRAL,2003,ANUAL,17.00397292,24.99058616,9.017359682
409,SAN JUAN DE BIGOTE,2003,ANUAL,20.57830437,29.09475419,12.06185456
410,SANTA CATALINA DE MOSSA,2003,ANUAL,14.71552664,22.79344286,6.637610416
411,SANTO DOMINGO,2003,ANUAL,17.88357744,25.93478889,9.832365984
412,YAMANGO,2003,ANUAL,21.58017637,29.44369146,13.71666129
413,HUANCABAMBA,2003,ANUAL,24.39239436,33.06652519,15.71826354
414,CANCHAQUE,2003,ANUAL,16.7689238,25.2589682,8.278879403
415,EL CARMEN DE LA FRONTERA,2003,ANUAL,23.02498635,30.30564014,15.74433257
416,HUARMACA,2003,ANUAL,17.553189,23.59336413,11.51301387
417,LALAQUIZ,2003,ANUAL,18.51144551,26.16629711,10.85659392
418,SAN MIGUEL DE EL FAIQUE,2003,ANUAL,25.557522,31.80265678,19.31238722
419,SONDOR,2003,ANUAL,21.44277337,29.13989183,13.74565491
420,SONDORILLO,2003,ANUAL,25.34733998,33.68115276,17.0135272
421,AYABACA,2003,ANUAL,22.80635467,32.24777079,13.36493854
422,FR?AS,2003,ANUAL,26.92349427,32.59561535,21.2513732
423,JILIL?,2003,ANUAL,23.56679667,30.22988144,16.90371189
424,LAGUNAS,2003,ANUAL,14.76429147,23.40304734,6.125535601
425,MONTERO,2003,ANUAL,23.57951293,29.59206775,17.56695812
426,PACAIPAMPA,2003,ANUAL,26.4195245,32.94699762,19.89205139
427,PAIMAS,2003,ANUAL,16.92210121,25.72985172,8.114350689
428,SAPILLICA,2003,ANUAL,20.95505961,28.64354277,13.26657645
429,PAITA,2004,ENERO,12.16933947,20.90510361,3.433575338
430,AMOTAPE,2004,ENERO,12.54256966,19.87244582,5.212693498
431,COL?N,2004,ENERO,16.00417412,23.654933,8.353415244
432,EL ARENAL,2004,ENERO,22.86026882,29.38505376,16.33548387
433,LA HUACA,2004,ENERO,12.50218216,19.71821632,5.286148008
434,TAMARINDO,2004,ENERO,23.34879032,30.49731183,16.20026882
435,VICHAYAL,2004,ENERO,22.07142076,28.98373264,15.15910887
436,CHULUCANAS,2004,ENERO,10.565,17.88,3.25
437,BUENOS AIRES,2004,ENERO,13.48181818,20.81818182,6.145454545
438,CHALACO,2004,ENERO,10.67912772,18.56279846,2.795456989
439,LA MATANZA,2004,ENERO,13.45228495,21.66502016,5.239549731
440,MORROP?N,2004,ENERO,22.54762449,30.04321774,15.05203124
441,SALITRAL,2004,ENERO,13.32616487,21.34587814,5.306451613
442,SAN JUAN DE BIGOTE,2004,ENERO,15.54549101,23.76695151,7.324030515
443,SANTA CATALINA DE MOSSA,2004,ENERO,11.63098397,20.20355799,3.058409946
444,SANTO DOMINGO,2004,ENERO,13.64097542,21.53725038,5.744700461
445,YAMANGO,2004,ENERO,17.70349462,26.21944753,9.187541713
446,HUANCABAMBA,2004,ENERO,20.87745,27.4546,14.3003
447,CANCHAQUE,2004,ENERO,11.3773925,18.81872579,3.936059223
448,EL CARMEN DE LA FRONTERA,2004,ENERO,22.16331782,29.39882531,14.92781032
449,HUARMACA,2004,ENERO,13.73531106,19.65645161,7.814170507
450,LALAQUIZ,2004,ENERO,13.74126984,20.4984127,6.984126984
451,SAN MIGUEL DE EL FAIQUE,2004,ENERO,23.05589268,29.8856746,16.22611075
452,SONDOR,2004,ENERO,15.98218097,22.85514261,9.109219336
453,SONDORILLO,2004,ENERO,18.01173506,25.48851562,10.53495451
454,AYABACA,2004,ENERO,14.12966392,22.6665713,5.59275655
455,FR?AS,2004,ENERO,23.52955113,28.4872818,18.57182045
456,JILIL?,2004,ENERO,18.24105735,24.00554549,12.47656921
457,LAGUNAS,2004,ENERO,11.05142315,19.80360531,2.299240987
458,MONTERO,2004,ENERO,19.24779558,24.27986971,14.21572146
459,PACAIPAMPA,2004,ENERO,22.80890909,29.73490909,15.88290909
460,PAIMAS,2004,ENERO,11.05792191,18.88122986,3.234613958
461,SAPILLICA,2004,ENERO,16.34633071,23.65545192,9.037209491
462,PAITA,2004,FEBRERO,12.85943103,23.20926437,2.509597701
463,AMOTAPE,2004,FEBRERO,12.63818182,19.46727273,5.809090909
464,COL?N,2004,FEBRERO,16.14235619,24.4358435,7.848868884
465,EL ARENAL,2004,FEBRERO,23.59049281,30.05398361,17.127002
466,LA HUACA,2004,FEBRERO,14.81662079,23.65734328,5.97589829
467,TAMARINDO,2004,FEBRERO,23.72413793,32.78678161,14.66149425
468,VICHAYAL,2004,FEBRERO,22.79504615,29.99990902,15.59018329
469,CHULUCANAS,2004,FEBRERO,11.10789,19.96618,2.2496
470,BUENOS AIRES,2004,FEBRERO,14.84435737,23.19467085,6.494043887
471,CHALACO,2004,FEBRERO,12.17451164,21.42681756,2.922205707
472,LA MATANZA,2004,FEBRERO,14.50572044,24.13925123,4.872189655
473,MORROP?N,2004,FEBRERO,23.34543348,31.49548552,15.19538144
474,SALITRAL,2004,FEBRERO,14.28042596,23.59127789,4.969574037
475,SAN JUAN DE BIGOTE,2004,FEBRERO,16.61721734,27.10688895,6.127545727
476,SANTA CATALINA DE MOSSA,2004,FEBRERO,12.68756568,22.40799158,2.967139778
477,SANTO DOMINGO,2004,FEBRERO,14.45012315,24.06403941,4.836206897
478,YAMANGO,2004,FEBRERO,18.78929931,28.42282804,9.155770584
479,HUANCABAMBA,2004,FEBRERO,21.23891,30.302,12.17582
480,CANCHAQUE,2004,FEBRERO,12.4432288,20.61085943,4.27559817
481,EL CARMEN DE LA FRONTERA,2004,FEBRERO,23.03171182,30.89963054,15.1637931
482,HUARMACA,2004,FEBRERO,14.6226469,21.52555419,7.71973962
483,LALAQUIZ,2004,FEBRERO,15.62004311,24.70818966,6.531896552
484,SAN MIGUEL DE EL FAIQUE,2004,FEBRERO,23.92390984,30.47327781,17.37454187
485,SONDOR,2004,FEBRERO,17.04401865,25.63624194,8.451795355
486,SONDORILLO,2004,FEBRERO,18.091133,27.14943042,9.032835591
487,AYABACA,2004,FEBRERO,13.70935827,23.10124721,4.317469337
488,FR?AS,2004,FEBRERO,22.99525692,27.44268775,18.54782609
489,JILIL?,2004,FEBRERO,19.16537166,26.40163173,11.92911159
490,LAGUNAS,2004,FEBRERO,12.18661258,22.08803245,2.285192698
491,MONTERO,2004,FEBRERO,19.89349754,25.74118227,14.04581281
492,PACAIPAMPA,2004,FEBRERO,23.77595745,30.41425532,17.13765957
493,PAIMAS,2004,FEBRERO,11.77585509,21.6928902,1.858819973
494,SAPILLICA,2004,FEBRERO,17.15269759,25.55040438,8.754990793
495,PAITA,2004,MARZO,16.86723034,26.73014137,7.0043193
496,AMOTAPE,2004,MARZO,18.79003022,27.20483384,10.37522659
497,COL?N,2004,MARZO,19.67645431,28.59474019,10.75816843
498,EL ARENAL,2004,MARZO,25.86335125,33.05324821,18.6734543
499,LA HUACA,2004,MARZO,20.25603654,29.00211346,11.50995963
500,TAMARINDO,2004,MARZO,25.91021505,34.44354839,17.37688172
501,VICHAYAL,2004,MARZO,24.18010557,31.21886217,17.14134897
502,CHULUCANAS,2004,MARZO,16.77005,26.0626,7.4775
503,BUENOS AIRES,2004,MARZO,16.24677419,24.32258065,8.170967742
504,CHALACO,2004,MARZO,17.01237017,26.37063127,7.654109063
505,LA MATANZA,2004,MARZO,18.39252199,27.51912675,9.265917237
506,MORROP?N,2004,MARZO,25.61719003,33.4614561,17.77292396
507,SALITRAL,2004,MARZO,16.08538899,24.35388994,7.816888046
508,SAN JUAN DE BIGOTE,2004,MARZO,20.50352996,30.5947098,10.41235013
509,SANTA CATALINA DE MOSSA,2004,MARZO,15.11106284,24.08935148,6.132774194
510,SANTO DOMINGO,2004,MARZO,17.96893241,26.9811828,8.956682028
511,YAMANGO,2004,MARZO,21.69444444,30.38179211,13.00709677
512,HUANCABAMBA,2004,MARZO,24.542725,34.2542,14.83125
513,CANCHAQUE,2004,MARZO,15.61578341,23.62327189,7.608294931
514,EL CARMEN DE LA FRONTERA,2004,MARZO,23.62679212,31.15053763,16.1030466
515,HUARMACA,2004,MARZO,16.65555556,22.46893668,10.84217443
516,LALAQUIZ,2004,MARZO,19.23151751,27.22568093,11.23735409
517,SAN MIGUEL DE EL FAIQUE,2004,MARZO,24.97478995,31.65416013,18.29541978
518,SONDOR,2004,MARZO,20.96489273,28.20527097,13.72451449
519,SONDORILLO,2004,MARZO,22.14784692,31.77308069,12.52261314
520,AYABACA,2004,MARZO,20.31591641,30.57705714,10.05477569
521,FR?AS,2004,MARZO,26.20304878,32.21676829,20.18932927
522,JILIL?,2004,MARZO,23.17587179,28.9776447,17.37409888
523,LAGUNAS,2004,MARZO,14.5870019,24.00607211,5.167931689
524,MONTERO,2004,MARZO,22.49805148,28.13132454,16.86477843
525,PACAIPAMPA,2004,MARZO,25.76326889,32.92724077,18.59929701
526,PAIMAS,2004,MARZO,15.96919829,25.56286827,6.375528308
527,SAPILLICA,2004,MARZO,20.41306091,28.66059135,12.16553046
528,PAITA,2004,ABRIL,17.97187739,27.93484674,8.008908046
529,AMOTAPE,2004,ABRIL,18.50531136,26.08278388,10.92783883
530,COL?N,2004,ABRIL,20.52703285,29.02589684,12.02816885
531,EL ARENAL,2004,ABRIL,27.21056738,34.87113475,19.55
532,LA HUACA,2004,ABRIL,22.06703704,30.96703704,13.16703704
533,TAMARINDO,2004,ABRIL,25.91680556,34.52638889,17.30722222
534,VICHAYAL,2004,ABRIL,25.02918061,32.65363164,17.40472959
535,CHULUCANAS,2004,ABRIL,18.33785,27.129,9.5467
536,BUENOS AIRES,2004,ABRIL,16.83366667,24.795,8.872333333
537,CHALACO,2004,ABRIL,18.50132372,27.76034483,9.242302619
538,LA MATANZA,2004,ABRIL,19.42117497,28.85451178,9.987838152
539,MORROP?N,2004,ABRIL,26.54440545,34.31415382,18.77465708
540,SALITRAL,2004,ABRIL,17.28333333,25.25980392,9.306862745
541,SAN JUAN DE BIGOTE,2004,ABRIL,21.52910826,31.48483488,11.57338164
542,SANTA CATALINA DE MOSSA,2004,ABRIL,16.03234731,24.72345188,7.341242741
543,SANTO DOMINGO,2004,ABRIL,19.03725948,27.91754386,10.1569751
544,YAMANGO,2004,ABRIL,22.79381423,31.96768116,13.6199473
545,HUANCABAMBA,2004,ABRIL,25.3747585,33.8416,16.907917
546,CANCHAQUE,2004,ABRIL,17.11488095,25.95297619,8.276785714
547,EL CARMEN DE LA FRONTERA,2004,ABRIL,25.1577381,32.31904762,17.99642857
548,HUARMACA,2004,ABRIL,18.09404762,24.59107143,11.59702381
549,LALAQUIZ,2004,ABRIL,19.89416667,28.30375,11.48458333
550,SAN MIGUEL DE EL FAIQUE,2004,ABRIL,25.63574377,32.18569022,19.08579732
551,SONDOR,2004,ABRIL,22.01641425,30.03134392,14.00148457
552,SONDORILLO,2004,ABRIL,23.63891648,32.50819332,14.76963964
553,AYABACA,2004,ABRIL,20.79137254,30.33212095,11.25062414
554,FR?AS,2004,ABRIL,27.32987805,33.84908537,20.81067073
555,JILIL?,2004,ABRIL,24.23372727,30.59721212,17.87024242
556,LAGUNAS,2004,ABRIL,15.50637255,24.56568627,6.447058824
557,MONTERO,2004,ABRIL,23.53091642,29.7970793,17.26475354
558,PACAIPAMPA,2004,ABRIL,26.47578125,33.79550781,19.15605469
559,PAIMAS,2004,ABRIL,16.65553404,26.42578891,6.88527916
560,SAPILLICA,2004,ABRIL,21.40601075,29.66763123,13.14439027
561,PAITA,2004,MAYO,20.47388765,29.72723396,11.22054134
562,AMOTAPE,2004,MAYO,21.9939394,29.85656566,14.13131313
563,COL?N,2004,MAYO,23.1553147,32.26880943,14.04181996
564,EL ARENAL,2004,MAYO,27.14025933,33.65800127,20.62251739
565,LA HUACA,2004,MAYO,25.97924731,34.91053763,17.04795699
566,TAMARINDO,2004,MAYO,28.01586022,35.64784946,20.38387097
567,VICHAYAL,2004,MAYO,25.01271548,31.4188108,18.60662016
568,CHULUCANAS,2004,MAYO,23.53815,33.118,13.9583
569,BUENOS AIRES,2004,MAYO,17.2124069,24.5300759,9.894737903
570,CHALACO,2004,MAYO,21.47497914,31.26431103,11.68564724
571,LA MATANZA,2004,MAYO,21.03102523,30.00130648,12.06074398
572,MORROP?N,2004,MAYO,27.23113026,34.42295602,20.03930449
573,SALITRAL,2004,MAYO,18.05286738,25.84587814,10.25985663
574,SAN JUAN DE BIGOTE,2004,MAYO,23.54039073,32.7001363,14.38064516
575,SANTA CATALINA DE MOSSA,2004,MAYO,16.70045699,24.67711022,8.723803764
576,SANTO DOMINGO,2004,MAYO,20.38556255,28.67946499,12.09166011
577,YAMANGO,2004,MAYO,23.71872704,31.91406532,15.52338877
578,HUANCABAMBA,2004,MAYO,28.2273975,36.9365,19.518295
579,CANCHAQUE,2004,MAYO,18.9562212,28.10656682,9.805875576
580,EL CARMEN DE LA FRONTERA,2004,MAYO,26.6036685,32.580667,20.62667
581,HUARMACA,2004,MAYO,19.23415899,25.1906682,13.27764977
582,LALAQUIZ,2004,MAYO,21.92575758,30.17979798,13.67171717
583,SAN MIGUEL DE EL FAIQUE,2004,MAYO,26.64178048,32.43103518,20.85252577
584,SONDOR,2004,MAYO,23.73620671,31.6391643,15.83324912
585,SONDORILLO,2004,MAYO,27.11044293,36.90892349,17.31196237
586,AYABACA,2004,MAYO,25.74643869,36.69419809,14.7986793
587,FR?AS,2004,MAYO,28.01778426,33.67113703,22.36443149
588,JILIL?,2004,MAYO,26.07539589,32.45519062,19.69560117
589,LAGUNAS,2004,MAYO,16.45028463,24.26261859,8.637950664
590,MONTERO,2004,MAYO,24.81598078,30.58184099,19.05012056
591,PACAIPAMPA,2004,MAYO,27.74496124,33.77926357,21.71065891
592,PAIMAS,2004,MAYO,19.86356303,29.09293314,10.63419292
593,SAPILLICA,2004,MAYO,23.30646758,31.22348805,15.38944712
594,PAITA,2004,JUNIO,19.71583659,26.88952629,12.54214689
595,AMOTAPE,2004,JUNIO,23.34960938,31.2984375,15.40078125
596,COL?N,2004,JUNIO,25.43543489,34.19831589,16.67255389
597,EL ARENAL,2004,JUNIO,28.3675,35.2356,21.4994
598,LA HUACA,2004,JUNIO,26.6877451,34.79882353,18.57666667
599,TAMARINDO,2004,JUNIO,27.20702381,33.37357143,21.04047619
600,VICHAYAL,2004,JUNIO,24.72387323,30.90849359,18.53925287
601,CHULUCANAS,2004,JUNIO,25.3628,34.092,16.6336
602,BUENOS AIRES,2004,JUNIO,16.64083333,23.46166667,9.82
603,CHALACO,2004,JUNIO,22.65125,31.10333333,14.19916667
604,LA MATANZA,2004,JUNIO,19.9429097,26.95993127,12.92588814
605,MORROP?N,2004,JUNIO,25.76045428,31.97145343,19.54945513
606,SALITRAL,2004,JUNIO,18.15694444,24.42962963,11.88425926
607,SAN JUAN DE BIGOTE,2004,JUNIO,22.58828914,29.00991162,16.16666667
608,SANTA CATALINA DE MOSSA,2004,JUNIO,16.2307078,22.80040532,9.661010284
609,SANTO DOMINGO,2004,JUNIO,19.0151854,25.40206379,12.62830701
610,YAMANGO,2004,JUNIO,21.77684211,27.8645614,15.68912281
611,HUANCABAMBA,2004,JUNIO,28.918175,35.19035,22.646
612,CANCHAQUE,2004,JUNIO,19.26346154,27.57115385,10.95576923
613,EL CARMEN DE LA FRONTERA,2004,JUNIO,26.5264,32.1087,20.9441
614,HUARMACA,2004,JUNIO,20.15416667,25.66025641,14.64807692
615,LALAQUIZ,2004,JUNIO,20.97552743,27.49324895,14.45780591
616,SAN MIGUEL DE EL FAIQUE,2004,JUNIO,27.37569629,32.93120763,21.82018494
617,SONDOR,2004,JUNIO,23.50156962,29.65942833,17.34371091
618,SONDORILLO,2004,JUNIO,29.74488346,37.66133461,21.82843231
619,AYABACA,2004,JUNIO,29.20173821,39.61715473,18.78632169
620,FR?AS,2004,JUNIO,29.08509485,35.12086721,23.04932249
621,JILIL?,2004,JUNIO,27.02518868,32.09194969,21.95842767
622,LAGUNAS,2004,JUNIO,16.25009804,22.7772549,9.722941177
623,MONTERO,2004,JUNIO,25.25142517,30.66397959,19.83887075
624,PACAIPAMPA,2004,JUNIO,29.05570265,35.70366599,22.40773931
625,PAIMAS,2004,JUNIO,19.32952055,26.10726027,12.55178082
626,SAPILLICA,2004,JUNIO,23.60224648,30.44236053,16.76213243
627,PAITA,2004,JULIO,19.19168034,26.72214325,11.66121742
628,AMOTAPE,2004,JULIO,27.31230469,35.20117188,19.4234375
629,COL?N,2004,JULIO,27.96306795,35.95829364,19.96784226
630,EL ARENAL,2004,JULIO,27.69313725,34.45325743,20.93301708
631,LA HUACA,2004,JULIO,26.64516129,34.30734767,18.98297491
632,TAMARINDO,2004,JULIO,26.78978495,33.18951613,20.39005376
633,VICHAYAL,2004,JULIO,24.5141585,30.73261607,18.29570093
634,CHULUCANAS,2004,JULIO,25.2343,32.8336,17.635
635,BUENOS AIRES,2004,JULIO,16.52840502,23.23966547,9.817144564
636,CHALACO,2004,JULIO,22.61923536,30.33882915,14.89964158
637,LA MATANZA,2004,JULIO,19.64957997,27.09744624,12.20171371
638,MORROP?N,2004,JULIO,25.43904477,31.78302448,19.09506505
639,SALITRAL,2004,JULIO,17.47485769,24.36242884,10.58728653
640,SAN JUAN DE BIGOTE,2004,JULIO,22.35644955,28.93842505,15.77447405
641,SANTA CATALINA DE MOSSA,2004,JULIO,15.98300211,22.87759025,9.088413978
642,SANTO DOMINGO,2004,JULIO,18.02213262,24.54292115,11.50134409
643,YAMANGO,2004,JULIO,20.90080645,27.43387097,14.36774194
644,HUANCABAMBA,2004,JULIO,27.9006,33.3194,22.4818
645,CANCHAQUE,2004,JULIO,19.19195402,27.64738598,10.73652206
646,EL CARMEN DE LA FRONTERA,2004,JULIO,26.4822,32.0918,20.8726
647,HUARMACA,2004,JULIO,20.40713073,26.96774194,13.84651952
648,LALAQUIZ,2004,JULIO,20.48,27.54047619,13.41952381
649,SAN MIGUEL DE EL FAIQUE,2004,JULIO,27.2502683,33.19254704,21.30798957
650,SONDOR,2004,JULIO,24.00953464,30.93870672,17.08036256
651,SONDORILLO,2004,JULIO,29.35053763,35.57341153,23.12766373
652,AYABACA,2004,JULIO,30.08371503,38.41776891,21.74966116
653,FR?AS,2004,JULIO,28.70561881,34.98762376,22.42361386
654,JILIL?,2004,JULIO,27.80127171,33.40967742,22.19286601
655,LAGUNAS,2004,JULIO,15.75056926,23.27760911,8.223529411
656,MONTERO,2004,JULIO,25.28936149,31.21523113,19.36349185
657,PACAIPAMPA,2004,JULIO,28.22074236,34.85676856,21.58471616
658,PAIMAS,2004,JULIO,18.87222934,25.97249669,11.771962
659,SAPILLICA,2004,JULIO,23.56602631,30.41939977,16.71265285
660,PAITA,2004,AGOSTO,19.15845606,26.57876379,11.73814834
661,AMOTAPE,2004,AGOSTO,26.68016394,34.63639344,18.72393443
662,COL?N,2004,AGOSTO,28.55631671,36.44051362,20.67211979
663,EL ARENAL,2004,AGOSTO,27.94468691,34.70411132,21.18526249
664,LA HUACA,2004,AGOSTO,26.13556068,33.54070661,18.73041475
665,TAMARINDO,2004,AGOSTO,27.47526882,33.88252688,21.06801075
666,VICHAYAL,2004,AGOSTO,25.04922621,31.38534232,18.7131101
667,CHULUCANAS,2004,AGOSTO,24.530988,31.6917,17.370276
668,BUENOS AIRES,2004,AGOSTO,16.81182796,23.88172043,9.741935484
669,CHALACO,2004,AGOSTO,21.45382669,28.74636306,14.16129032
670,LA MATANZA,2004,AGOSTO,19.94950077,27.28935155,12.60964999
671,MORROP?N,2004,AGOSTO,25.42811063,31.73771779,19.11850347
672,SALITRAL,2004,AGOSTO,18.13092979,24.91461101,11.34724858
673,SAN JUAN DE BIGOTE,2004,AGOSTO,22.63391577,29.17670251,16.09112903
674,SANTA CATALINA DE MOSSA,2004,AGOSTO,16.40720285,23.37193577,9.442469937
675,SANTO DOMINGO,2004,AGOSTO,18.4161916,24.72048804,12.11189516
676,YAMANGO,2004,AGOSTO,21.06443124,27.4721562,14.65670628
677,HUANCABAMBA,2004,AGOSTO,27.86008,33.1714,22.54876
678,CANCHAQUE,2004,AGOSTO,19.12791991,27.50222469,10.75361513
679,EL CARMEN DE LA FRONTERA,2004,AGOSTO,27.45435,33.3802,21.5285
680,HUARMACA,2004,AGOSTO,20.71095076,27.27843803,14.1434635
681,LALAQUIZ,2004,AGOSTO,21.41205358,28.30089286,14.52321429
682,SAN MIGUEL DE EL FAIQUE,2004,AGOSTO,27.73048104,33.78737781,21.67358427
683,SONDOR,2004,AGOSTO,24.10033233,31.11416758,17.08649709
684,SONDORILLO,2004,AGOSTO,29.26975806,35.53709677,23.00241935
685,AYABACA,2004,AGOSTO,29.56815664,37.49516435,21.64114892
686,FR?AS,2004,AGOSTO,29.23209135,35.60504808,22.85913462
687,JILIL?,2004,AGOSTO,28.6039909,34.59954508,22.60843672
688,LAGUNAS,2004,AGOSTO,16.2443074,24.18197344,8.306641366
689,MONTERO,2004,AGOSTO,25.81806731,31.89394898,19.74218565
690,PACAIPAMPA,2004,AGOSTO,28.70374494,35.40263158,22.0048583
691,PAIMAS,2004,AGOSTO,18.96747646,26.03413511,11.90081781
692,SAPILLICA,2004,AGOSTO,23.76969892,30.60797965,16.93141818
693,PAITA,2004,SEPTIEMBRE,18.50624074,25.42211823,11.59036325
694,AMOTAPE,2004,SEPTIEMBRE,25.72284345,34.23226837,17.21341853
695,COL?N,2004,SEPTIEMBRE,27.22754708,34.23524523,20.21984893
696,EL ARENAL,2004,SEPTIEMBRE,27.22934641,33.54163399,20.91705882
697,LA HUACA,2004,SEPTIEMBRE,24.09754902,31.26862745,16.92647059
698,TAMARINDO,2004,SEPTIEMBRE,26.60680556,32.55944444,20.65416667
699,VICHAYAL,2004,SEPTIEMBRE,24.54581651,30.50493632,18.5866967
700,CHULUCANAS,2004,SEPTIEMBRE,22.6607215,30.07976,15.241683
701,BUENOS AIRES,2004,SEPTIEMBRE,16.38351852,23.08888889,9.678148148
702,CHALACO,2004,SEPTIEMBRE,20.10753205,27.07339744,13.14166667
703,LA MATANZA,2004,SEPTIEMBRE,19.37000592,26.38319588,12.35681597
704,MORROP?N,2004,SEPTIEMBRE,24.95139218,31.01948191,18.88330244
705,SALITRAL,2004,SEPTIEMBRE,17.7828125,24.45,11.115625
706,SAN JUAN DE BIGOTE,2004,SEPTIEMBRE,22.20107073,28.22874402,16.17339744
707,SANTA CATALINA DE MOSSA,2004,SEPTIEMBRE,16.13706526,22.45803856,9.816091954
708,SANTO DOMINGO,2004,SEPTIEMBRE,18.57,24.81,12.33
709,YAMANGO,2004,SEPTIEMBRE,20.87394737,27.22526316,14.52263158
710,HUANCABAMBA,2004,SEPTIEMBRE,27.606525,32.90125,22.3118
711,CANCHAQUE,2004,SEPTIEMBRE,18.31465517,26.05574713,10.57356322
712,EL CARMEN DE LA FRONTERA,2004,SEPTIEMBRE,26.39105,31.6687,21.1134
713,HUARMACA,2004,SEPTIEMBRE,19.76509259,25.84314815,13.68703704
714,LALAQUIZ,2004,SEPTIEMBRE,20.57215569,27.11017964,14.03413174
